order_id,expected_delivery_date
134,2024-06-29 17:20:54.155528
135,2024-06-30 17:20:54.155528
136,2024-07-02 17:20:54.155528
137,2024-07-06 17:20:54.155528
138,2024-07-04 17:20:54.155528
139,2024-06-30 17:20:54.155528
140,2024-07-01 17:20:54.155528
141,2024-06-29 17:20:54.155528
142,2024-07-05 17:20:54.155528
143,2024-07-03 17:20:54.155528
144,2024-06-30 17:20:54.155528
145,2024-07-02 17:20:54.155528
146,2024-07-02 17:20:54.155528
147,2024-06-28 17:20:54.155528
148,2024-07-02 17:20:54.155528
149,2024-07-03 17:20:54.155528
150,2024-06-29 17:20:54.155528
151,2024-06-30 17:20:54.155528
152,2024-07-02 17:20:54.155528
153,2024-06-30 17:20:54.155528
154,2024-07-02 17:20:54.155528
155,2024-07-02 17:20:54.155528
156,2024-07-05 17:20:54.155528
157,2024-07-06 17:20:54.155528
158,2024-07-05 17:20:54.155528
159,2024-06-30 17:20:54.155528
160,2024-06-28 17:20:54.155528
161,2024-06-30 17:20:54.155528
162,2024-06-28 17:20:54.155528
163,2024-07-06 17:20:54.155528
164,2024-06-30 17:20:54.155528
165,2024-07-05 17:20:54.155528
166,2024-07-03 17:20:54.155528
167,2024-06-30 17:20:54.155528
168,2024-07-06 17:20:54.155528
169,2024-07-05 17:20:54.155528
170,2024-06-30 17:20:54.155528
171,2024-07-04 17:20:54.155528
172,2024-07-02 17:20:54.155528
173,2024-06-29 17:20:54.155528
174,2024-07-05 17:20:54.155528
175,2024-06-28 17:20:54.155528
176,2024-07-01 17:20:54.155528
177,2024-07-01 17:20:54.155528
178,2024-07-02 17:20:54.155528
179,2024-07-01 17:20:54.155528
180,2024-06-28 17:20:54.155528
181,2024-07-04 17:20:54.155528
182,2024-06-29 17:20:54.155528
183,2024-06-30 17:20:54.155528
184,2024-07-02 17:20:54.155528
185,2024-07-05 17:20:54.155528
186,2024-07-05 17:20:54.155528
187,2024-06-29 17:20:54.155528
188,2024-07-06 17:20:54.155528
189,2024-07-03 17:20:54.155528
190,2024-07-06 17:20:54.155528
191,2024-07-01 17:20:54.155528
192,2024-06-30 17:20:54.155528
193,2024-07-02 17:20:54.155528
194,2024-07-02 17:20:54.155528
195,2024-07-01 17:20:54.155528
196,2024-07-04 17:20:54.155528
197,2024-07-05 17:20:54.155528
198,2024-07-02 17:20:54.155528
199,2024-07-06 17:20:54.155528
200,2024-07-04 17:20:54.155528
201,2024-07-04 17:20:54.155528
202,2024-07-05 17:20:54.155528
203,2024-07-01 17:20:54.155528
204,2024-07-03 17:20:54.155528
205,2024-07-02 17:20:54.155528
206,2024-06-28 17:20:54.155528
207,2024-07-06 17:20:54.155528
208,2024-06-29 17:20:54.155528
209,2024-07-03 17:20:54.155528
210,2024-07-05 17:20:54.155528
211,2024-06-30 17:20:54.155528
212,2024-07-02 17:20:54.155528
213,2024-07-04 17:20:54.155528
214,2024-07-01 17:20:54.155528
215,2024-07-02 17:20:54.155528
216,2024-06-28 17:20:54.155528
217,2024-07-01 17:20:54.155528
218,2024-07-04 17:20:54.155528
219,2024-07-04 17:20:54.155528
220,2024-07-01 17:20:54.155528
221,2024-07-03 17:20:54.155528
222,2024-07-02 17:20:54.155528
223,2024-06-28 17:20:54.155528
224,2024-07-05 17:20:54.155528
225,2024-07-04 17:20:54.155528
226,2024-07-02 17:20:54.155528
227,2024-07-04 17:20:54.155528
228,2024-06-30 17:20:54.155528
229,2024-07-05 17:20:54.155528
230,2024-07-02 17:20:54.155528
231,2024-06-29 17:20:54.155528
232,2024-06-29 17:20:54.155528
233,2024-07-01 17:20:54.155528
234,2024-07-04 17:20:54.155528
235,2024-07-01 17:20:54.155528
236,2024-07-06 17:20:54.155528
237,2024-06-29 17:20:54.155528
238,2024-07-03 17:20:54.155528
239,2024-07-01 17:20:54.155528
240,2024-07-03 17:20:54.155528
241,2024-07-06 17:20:54.155528
242,2024-07-06 17:20:54.155528
243,2024-07-06 17:20:54.155528
244,2024-07-06 17:20:54.155528
245,2024-06-30 17:20:54.155528
246,2024-07-06 17:20:54.155528
247,2024-06-30 17:20:54.155528
248,2024-06-30 17:20:54.155528
249,2024-07-02 17:20:54.155528
250,2024-07-03 17:20:54.155528
251,2024-07-06 17:20:54.155528
252,2024-06-28 17:20:54.155528
253,2024-07-05 17:20:54.155528
254,2024-07-01 17:20:54.155528
255,2024-07-04 17:20:54.155528
256,2024-07-03 17:20:54.155528
257,2024-07-03 17:20:54.155528
258,2024-07-04 17:20:54.155528
259,2024-07-01 17:20:54.155528
260,2024-07-03 17:20:54.155528
261,2024-06-30 17:20:54.155528
262,2024-07-02 17:20:54.155528
263,2024-06-29 17:20:54.155528
264,2024-06-30 17:20:54.155528
265,2024-07-06 17:20:54.155528
266,2024-07-03 17:20:54.155528
267,2024-06-30 17:20:54.155528
268,2024-06-29 17:20:54.155528
269,2024-07-02 17:20:54.155528
270,2024-07-02 17:20:54.155528
271,2024-06-28 17:20:54.155528
272,2024-06-30 17:20:54.155528
273,2024-07-04 17:20:54.155528
274,2024-07-06 17:20:54.155528
275,2024-07-02 17:20:54.155528
276,2024-07-01 17:20:54.155528
277,2024-06-30 17:20:54.155528
278,2024-07-06 17:20:54.155528
279,2024-07-04 17:20:54.155528
280,2024-07-04 17:20:54.155528
281,2024-07-05 17:20:54.155528
282,2024-06-28 17:20:54.155528
283,2024-07-01 17:20:54.155528
284,2024-07-02 17:20:54.155528
285,2024-07-02 17:20:54.155528
286,2024-06-28 17:20:54.155528
287,2024-06-30 17:20:54.155528
288,2024-06-29 17:20:54.155528
289,2024-07-04 17:20:54.155528
290,2024-07-02 17:20:54.155528
291,2024-06-30 17:20:54.155528
292,2024-07-05 17:20:54.155528
293,2024-06-28 17:20:54.155528
294,2024-06-28 17:20:54.155528
295,2024-07-03 17:20:54.155528
296,2024-06-28 17:20:54.155528
297,2024-07-01 17:20:54.155528
298,2024-07-03 17:20:54.155528
299,2024-06-28 17:20:54.155528
300,2024-07-06 17:20:54.155528
301,2024-07-01 17:20:54.155528
302,2024-07-06 17:20:54.155528
303,2024-07-06 17:20:54.155528
304,2024-07-03 17:20:54.155528
305,2024-07-04 17:20:54.155528
306,2024-06-28 17:20:54.155528
307,2024-07-02 17:20:54.155528
308,2024-06-30 17:20:54.155528
309,2024-07-03 17:20:54.155528
310,2024-07-01 17:20:54.155528
311,2024-07-06 17:20:54.155528
312,2024-07-04 17:20:54.155528
313,2024-07-01 17:20:54.155528
314,2024-07-03 17:20:54.155528
315,2024-06-29 17:20:54.155528
316,2024-06-30 17:20:54.155528
317,2024-07-04 17:20:54.155528
318,2024-07-01 17:20:54.155528
319,2024-07-04 17:20:54.155528
320,2024-07-06 17:20:54.155528
321,2024-07-02 17:20:54.155528
322,2024-06-28 17:20:54.155528
323,2024-07-02 17:20:54.155528
324,2024-07-03 17:20:54.155528
325,2024-06-29 17:20:54.155528
326,2024-07-05 17:20:54.155528
327,2024-06-29 17:20:54.155528
328,2024-07-06 17:20:54.155528
329,2024-06-29 17:20:54.155528
330,2024-06-30 17:20:54.155528
331,2024-07-05 17:20:54.155528
332,2024-07-03 17:20:54.155528
333,2024-06-28 17:20:54.155528
334,2024-07-01 17:20:54.155528
335,2024-07-02 17:20:54.155528
336,2024-06-30 17:20:54.155528
337,2024-06-28 17:20:54.155528
338,2024-06-30 17:20:54.155528
339,2024-07-06 17:20:54.155528
340,2024-06-29 17:20:54.155528
341,2024-06-28 17:20:54.155528
342,2024-07-04 17:20:54.155528
343,2024-07-04 17:20:54.155528
344,2024-07-02 17:20:54.155528
345,2024-06-29 17:20:54.155528
346,2024-06-28 17:20:54.155528
347,2024-07-02 17:20:54.155528
348,2024-07-01 17:20:54.155528
349,2024-07-06 17:20:54.155528
350,2024-07-02 17:20:54.155528
351,2024-06-29 17:20:54.155528
352,2024-07-01 17:20:54.155528
353,2024-07-06 17:20:54.155528
354,2024-07-05 17:20:54.155528
355,2024-06-30 17:20:54.155528
356,2024-07-05 17:20:54.155528
357,2024-06-29 17:20:54.155528
358,2024-06-30 17:20:54.155528
359,2024-07-02 17:20:54.155528
360,2024-07-05 17:20:54.155528
361,2024-06-28 17:20:54.155528
362,2024-07-01 17:20:54.155528
363,2024-06-28 17:20:54.155528
364,2024-06-28 17:20:54.155528
365,2024-07-02 17:20:54.155528
366,2024-07-03 17:20:54.155528
367,2024-06-28 17:20:54.155528
368,2024-07-03 17:20:54.155528
369,2024-07-02 17:20:54.155528
370,2024-07-01 17:20:54.155528
371,2024-07-02 17:20:54.155528
372,2024-07-05 17:20:54.155528
373,2024-07-06 17:20:54.155528
374,2024-06-29 17:20:54.155528
375,2024-07-03 17:20:54.155528
376,2024-06-30 17:20:54.155528
377,2024-06-29 17:20:54.155528
378,2024-06-28 17:20:54.155528
379,2024-07-01 17:20:54.155528
380,2024-07-05 17:20:54.155528
381,2024-06-30 17:20:54.155528
382,2024-07-02 17:20:54.155528
383,2024-07-02 17:20:54.155528
384,2024-07-02 17:20:54.155528
385,2024-07-06 17:20:54.155528
386,2024-07-05 17:20:54.155528
387,2024-07-05 17:20:54.155528
388,2024-06-28 17:20:54.155528
389,2024-06-28 17:20:54.155528
390,2024-06-29 17:20:54.155528
391,2024-07-05 17:20:54.155528
392,2024-06-28 17:20:54.155528
393,2024-07-01 17:20:54.155528
394,2024-07-06 17:20:54.155528
395,2024-06-29 17:20:54.155528
396,2024-06-30 17:20:54.155528
397,2024-07-03 17:20:54.155528
398,2024-06-30 17:20:54.155528
399,2024-07-01 17:20:54.155528
400,2024-07-06 17:20:54.155528
401,2024-07-06 17:20:54.155528
402,2024-07-02 17:20:54.155528
403,2024-07-04 17:20:54.155528
404,2024-07-06 17:20:54.155528
405,2024-07-05 17:20:54.155528
406,2024-07-04 17:20:54.155528
407,2024-07-05 17:20:54.155528
408,2024-07-02 17:20:54.155528
409,2024-07-02 17:20:54.155528
410,2024-07-02 17:20:54.155528
411,2024-06-28 17:20:54.155528
412,2024-07-03 17:20:54.155528
413,2024-07-02 17:20:54.155528
414,2024-07-05 17:20:54.155528
415,2024-07-05 17:20:54.155528
416,2024-06-29 17:20:54.155528
417,2024-07-03 17:20:54.155528
418,2024-07-03 17:20:54.155528
419,2024-06-30 17:20:54.155528
420,2024-06-28 17:20:54.155528
421,2024-07-04 17:20:54.155528
422,2024-07-02 17:20:54.155528
423,2024-07-02 17:20:54.155528
424,2024-07-05 17:20:54.155528
425,2024-07-02 17:20:54.155528
426,2024-07-02 17:20:54.155528
427,2024-06-28 17:20:54.155528
428,2024-06-29 17:20:54.155528
429,2024-07-02 17:20:54.155528
430,2024-07-04 17:20:54.155528
431,2024-06-30 17:20:54.155528
432,2024-06-28 17:20:54.155528
433,2024-06-29 17:20:54.155528
434,2024-06-30 17:20:54.155528
435,2024-07-06 17:20:54.155528
436,2024-07-05 17:20:54.155528
437,2024-07-01 17:20:54.155528
438,2024-07-05 17:20:54.155528
439,2024-07-06 17:20:54.155528
440,2024-06-30 17:20:54.155528
441,2024-07-03 17:20:54.155528
442,2024-07-05 17:20:54.155528
443,2024-07-04 17:20:54.155528
444,2024-07-06 17:20:54.155528
445,2024-07-04 17:20:54.155528
446,2024-06-28 17:20:54.155528
447,2024-07-06 17:20:54.155528
448,2024-07-02 17:20:54.155528
449,2024-07-03 17:20:54.155528
450,2024-06-29 17:20:54.155528
451,2024-06-29 17:20:54.155528
452,2024-07-01 17:20:54.155528
453,2024-07-01 17:20:54.155528
454,2024-07-02 17:20:54.155528
455,2024-07-04 17:20:54.155528
456,2024-06-28 17:20:54.155528
457,2024-07-01 17:20:54.155528
458,2024-07-06 17:20:54.155528
459,2024-07-05 17:20:54.155528
460,2024-06-30 17:20:54.155528
461,2024-07-03 17:20:54.155528
462,2024-07-06 17:20:54.155528
463,2024-07-05 17:20:54.155528
464,2024-07-04 17:20:54.155528
465,2024-07-04 17:20:54.155528
466,2024-06-28 17:20:54.155528
467,2024-07-02 17:20:54.155528
468,2024-07-04 17:20:54.155528
469,2024-06-29 17:20:54.155528
470,2024-07-03 17:20:54.155528
471,2024-06-29 17:20:54.155528
472,2024-06-30 17:20:54.155528
473,2024-06-28 17:20:54.155528
474,2024-06-30 17:20:54.155528
475,2024-07-04 17:20:54.155528
476,2024-07-02 17:20:54.155528
477,2024-07-01 17:20:54.155528
478,2024-07-05 17:20:54.155528
479,2024-07-05 17:20:54.155528
480,2024-06-28 17:20:54.155528
481,2024-07-06 17:20:54.155528
482,2024-07-06 17:20:54.155528
483,2024-06-29 17:20:54.155528
484,2024-06-29 17:20:54.155528
485,2024-07-05 17:20:54.155528
486,2024-07-03 17:20:54.155528
487,2024-06-30 17:20:54.155528
488,2024-06-29 17:20:54.155528
489,2024-07-02 17:20:54.155528
490,2024-07-05 17:20:54.155528
491,2024-07-03 17:20:54.155528
492,2024-06-30 17:20:54.155528
493,2024-07-06 17:20:54.155528
494,2024-07-05 17:20:54.155528
495,2024-07-03 17:20:54.155528
496,2024-06-28 17:20:54.155528
497,2024-06-29 17:20:54.155528
498,2024-07-01 17:20:54.155528
499,2024-06-29 17:20:54.155528
500,2024-06-30 17:20:54.155528
501,2024-07-05 17:20:54.155528
502,2024-07-06 17:20:54.155528
503,2024-07-03 17:20:54.155528
504,2024-07-01 17:20:54.155528
505,2024-06-29 17:20:54.155528
506,2024-07-04 17:20:54.155528
507,2024-07-04 17:20:54.155528
508,2024-07-06 17:20:54.155528
509,2024-07-02 17:20:54.155528
510,2024-07-01 17:20:54.155528
511,2024-07-03 17:20:54.155528
512,2024-06-29 17:20:54.155528
513,2024-06-29 17:20:54.155528
514,2024-07-06 17:20:54.155528
515,2024-07-04 17:20:54.155528
516,2024-07-04 17:20:54.155528
517,2024-07-02 17:20:54.155528
518,2024-07-04 17:20:54.155528
519,2024-07-06 17:20:54.155528
520,2024-07-02 17:20:54.155528
521,2024-07-06 17:20:54.155528
522,2024-06-28 17:20:54.155528
523,2024-06-30 17:20:54.155528
524,2024-07-04 17:20:54.155528
525,2024-07-01 17:20:54.155528
526,2024-06-29 17:20:54.155528
527,2024-06-30 17:20:54.155528
528,2024-07-04 17:20:54.155528
529,2024-07-05 17:20:54.155528
530,2024-07-06 17:20:54.155528
531,2024-07-03 17:20:54.155528
532,2024-07-06 17:20:54.155528
533,2024-07-01 17:20:54.155528
534,2024-07-02 17:20:54.155528
535,2024-06-28 17:20:54.155528
536,2024-07-06 17:20:54.155528
537,2024-07-06 17:20:54.155528
538,2024-07-06 17:20:54.155528
539,2024-06-30 17:20:54.155528
540,2024-07-05 17:20:54.155528
541,2024-06-30 17:20:54.155528
542,2024-07-03 17:20:54.155528
543,2024-07-02 17:20:54.155528
544,2024-07-05 17:20:54.155528
545,2024-06-30 17:20:54.155528
546,2024-06-28 17:20:54.155528
547,2024-07-06 17:20:54.155528
548,2024-07-06 17:20:54.155528
549,2024-06-30 17:20:54.155528
550,2024-06-29 17:20:54.155528
551,2024-07-01 17:20:54.155528
552,2024-07-05 17:20:54.155528
553,2024-07-03 17:20:54.155528
554,2024-06-28 17:20:54.155528
555,2024-07-05 17:20:54.155528
556,2024-07-02 17:20:54.155528
557,2024-07-03 17:20:54.155528
558,2024-07-02 17:20:54.155528
559,2024-07-02 17:20:54.155528
560,2024-06-30 17:20:54.155528
561,2024-07-01 17:20:54.155528
562,2024-07-02 17:20:54.155528
563,2024-06-29 17:20:54.155528
564,2024-07-03 17:20:54.155528
565,2024-06-29 17:20:54.155528
566,2024-07-01 17:20:54.155528
567,2024-06-28 17:20:54.155528
568,2024-07-01 17:20:54.155528
569,2024-07-04 17:20:54.155528
570,2024-07-05 17:20:54.155528
571,2024-06-29 17:20:54.155528
572,2024-06-30 17:20:54.155528
573,2024-06-28 17:20:54.155528
574,2024-07-04 17:20:54.155528
575,2024-07-01 17:20:54.155528
576,2024-07-05 17:20:54.155528
577,2024-07-02 17:20:54.155528
578,2024-07-06 17:20:54.155528
579,2024-07-03 17:20:54.155528
580,2024-06-29 17:20:54.155528
581,2024-06-28 17:20:54.155528
582,2024-06-28 17:20:54.155528
583,2024-07-06 17:20:54.155528
584,2024-06-28 17:20:54.155528
585,2024-06-30 17:20:54.155528
586,2024-06-29 17:20:54.155528
587,2024-07-01 17:20:54.155528
588,2024-06-28 17:20:54.155528
589,2024-06-28 17:20:54.155528
590,2024-07-01 17:20:54.155528
591,2024-07-01 17:20:54.155528
592,2024-07-04 17:20:54.155528
593,2024-07-05 17:20:54.155528
594,2024-07-05 17:20:54.155528
595,2024-07-05 17:20:54.155528
596,2024-07-06 17:20:54.155528
597,2024-06-28 17:20:54.155528
598,2024-07-06 17:20:54.155528
599,2024-07-05 17:20:54.155528
600,2024-06-28 17:20:54.155528
601,2024-07-04 17:20:54.155528
602,2024-07-06 17:20:54.155528
603,2024-07-01 17:20:54.155528
604,2024-07-06 17:20:54.155528
605,2024-06-28 17:20:54.155528
606,2024-07-06 17:20:54.155528
607,2024-07-03 17:20:54.155528
608,2024-07-01 17:20:54.155528
609,2024-07-02 17:20:54.155528
610,2024-07-04 17:20:54.155528
611,2024-07-01 17:20:54.155528
612,2024-07-05 17:20:54.155528
613,2024-06-30 17:20:54.155528
614,2024-06-29 17:20:54.155528
615,2024-06-28 17:20:54.155528
616,2024-07-03 17:20:54.155528
617,2024-06-29 17:20:54.155528
618,2024-07-05 17:20:54.155528
619,2024-07-01 17:20:54.155528
620,2024-07-06 17:20:54.155528
621,2024-07-01 17:20:54.155528
622,2024-07-01 17:20:54.155528
623,2024-07-05 17:20:54.155528
624,2024-07-05 17:20:54.155528
625,2024-07-02 17:20:54.155528
626,2024-06-30 17:20:54.155528
627,2024-06-29 17:20:54.155528
628,2024-07-06 17:20:54.155528
629,2024-07-06 17:20:54.155528
630,2024-07-02 17:20:54.155528
631,2024-07-05 17:20:54.155528
632,2024-07-04 17:20:54.162853
633,2024-06-30 17:20:54.162853
634,2024-07-02 17:20:54.162853
635,2024-07-06 17:20:54.162853
636,2024-07-01 17:20:54.162853
637,2024-06-30 17:20:54.162853
638,2024-07-04 17:20:54.162853
639,2024-07-05 17:20:54.162853
640,2024-07-02 17:20:54.162853
641,2024-07-05 17:20:54.162853
642,2024-07-02 17:20:54.162853
643,2024-07-06 17:20:54.162853
644,2024-07-04 17:20:54.162853
645,2024-07-02 17:20:54.162853
646,2024-07-06 17:20:54.162853
647,2024-07-02 17:20:54.162853
648,2024-07-05 17:20:54.162853
649,2024-07-01 17:20:54.162853
650,2024-07-06 17:20:54.162853
651,2024-07-03 17:20:54.162853
652,2024-07-03 17:20:54.162853
653,2024-06-30 17:20:54.162853
654,2024-06-30 17:20:54.162853
655,2024-07-01 17:20:54.162853
656,2024-06-28 17:20:54.162853
657,2024-07-03 17:20:54.162853
658,2024-06-28 17:20:54.162853
659,2024-07-01 17:20:54.162853
660,2024-07-04 17:20:54.162853
661,2024-07-03 17:20:54.162853
662,2024-07-05 17:20:54.162853
663,2024-07-01 17:20:54.162853
664,2024-07-06 17:20:54.162853
665,2024-07-05 17:20:54.162853
666,2024-07-02 17:20:54.162853
667,2024-07-03 17:20:54.162853
668,2024-07-02 17:20:54.162853
669,2024-07-03 17:20:54.162853
670,2024-06-28 17:20:54.162853
671,2024-07-01 17:20:54.162853
672,2024-07-06 17:20:54.162853
673,2024-07-01 17:20:54.162853
674,2024-06-29 17:20:54.162853
675,2024-07-03 17:20:54.162853
676,2024-06-29 17:20:54.162853
677,2024-06-30 17:20:54.162853
678,2024-07-04 17:20:54.162853
679,2024-07-01 17:20:54.162853
680,2024-06-28 17:20:54.162853
681,2024-07-06 17:20:54.162853
682,2024-07-03 17:20:54.162853
683,2024-07-06 17:20:54.162853
684,2024-06-30 17:20:54.162853
685,2024-07-02 17:20:54.162853
686,2024-07-06 17:20:54.162853
687,2024-07-03 17:20:54.162853
688,2024-06-29 17:20:54.162853
689,2024-06-28 17:20:54.162853
690,2024-07-06 17:20:54.162853
691,2024-06-28 17:20:54.162853
692,2024-07-02 17:20:54.162853
693,2024-06-28 17:20:54.162853
694,2024-07-02 17:20:54.162853
695,2024-07-02 17:20:54.162853
696,2024-07-04 17:20:54.162853
697,2024-07-04 17:20:54.162853
698,2024-06-28 17:20:54.162853
699,2024-07-06 17:20:54.162853
700,2024-06-28 17:20:54.162853
701,2024-07-02 17:20:54.162853
702,2024-07-04 17:20:54.162853
703,2024-07-05 17:20:54.162853
704,2024-06-29 17:20:54.162853
705,2024-06-28 17:20:54.162853
706,2024-07-01 17:20:54.162853
707,2024-07-01 17:20:54.162853
708,2024-07-03 17:20:54.162853
709,2024-06-28 17:20:54.162853
710,2024-06-28 17:20:54.162853
711,2024-06-30 17:20:54.162853
712,2024-07-02 17:20:54.162853
713,2024-07-03 17:20:54.162853
714,2024-07-02 17:20:54.162853
715,2024-07-02 17:20:54.162853
716,2024-07-06 17:20:54.162853
717,2024-06-29 17:20:54.162853
718,2024-06-28 17:20:54.162853
719,2024-07-03 17:20:54.162853
720,2024-07-06 17:20:54.162853
721,2024-07-04 17:20:54.162853
722,2024-07-05 17:20:54.162853
723,2024-07-02 17:20:54.162853
724,2024-07-01 17:20:54.162853
725,2024-07-03 17:20:54.162853
726,2024-06-30 17:20:54.162853
727,2024-06-28 17:20:54.162853
728,2024-07-01 17:20:54.162853
729,2024-07-06 17:20:54.162853
730,2024-07-01 17:20:54.162853
731,2024-06-28 17:20:54.162853
732,2024-07-01 17:20:54.162853
733,2024-07-04 17:20:54.162853
734,2024-06-30 17:20:54.162853
735,2024-07-03 17:20:54.162853
736,2024-06-28 17:20:54.162853
737,2024-07-01 17:20:54.162853
738,2024-06-30 17:20:54.162853
739,2024-06-28 17:20:54.162853
740,2024-06-30 17:20:54.162853
741,2024-07-01 17:20:54.162853
742,2024-07-02 17:20:54.162853
743,2024-07-03 17:20:54.162853
744,2024-06-29 17:20:54.162853
745,2024-06-29 17:20:54.162853
746,2024-07-03 17:20:54.162853
747,2024-07-02 17:20:54.162853
748,2024-06-28 17:20:54.162853
749,2024-06-30 17:20:54.162853
750,2024-07-02 17:20:54.162853
751,2024-06-29 17:20:54.162853
752,2024-06-28 17:20:54.162853
753,2024-07-06 17:20:54.162853
754,2024-07-02 17:20:54.162853
755,2024-06-29 17:20:54.162853
756,2024-07-01 17:20:54.162853
757,2024-06-30 17:20:54.162853
758,2024-07-04 17:20:54.162853
759,2024-06-28 17:20:54.162853
760,2024-07-01 17:20:54.162853
761,2024-07-04 17:20:54.162853
762,2024-07-02 17:20:54.162853
763,2024-07-01 17:20:54.163757
764,2024-07-01 17:20:54.163757
765,2024-06-29 17:20:54.163757
766,2024-07-05 17:20:54.163757
767,2024-07-01 17:20:54.163757
768,2024-06-29 17:20:54.163757
769,2024-07-06 17:20:54.163757
770,2024-07-04 17:20:54.163757
771,2024-06-30 17:20:54.163757
772,2024-07-04 17:20:54.163757
773,2024-06-28 17:20:54.163757
774,2024-06-28 17:20:54.163757
775,2024-07-01 17:20:54.163757
776,2024-07-01 17:20:54.163757
