order_id,order_date,product_id,quantity_ordered
47,2024-06-15 17:20:53.963224,53,4
48,2024-06-20 17:20:53.963224,82,1
49,2024-06-23 17:20:53.963224,50,3
50,2024-06-18 17:20:53.963224,80,5
51,2024-06-24 17:20:53.963224,41,1
52,2024-06-22 17:20:53.963224,18,4
53,2024-06-24 17:20:53.963224,22,6
54,2024-06-20 17:20:53.963224,66,4
55,2024-06-22 17:20:53.963224,21,7
56,2024-06-18 17:20:53.963224,100,7
57,2024-06-20 17:20:53.963224,44,6
58,2024-06-25 17:20:53.963224,47,9
59,2024-06-23 17:20:53.963224,39,2
60,2024-06-18 17:20:53.963224,29,8
61,2024-06-15 17:20:53.963224,54,8
62,2024-06-13 17:20:53.963224,90,4
63,2024-06-25 17:20:53.963224,85,6
64,2024-06-17 17:20:53.963224,17,6
65,2024-06-18 17:20:53.963224,80,5
66,2024-06-17 17:20:53.963224,60,1
67,2024-06-22 17:20:53.963224,31,3
68,2024-06-25 17:20:53.963224,73,7
69,2024-06-23 17:20:53.963224,95,8
70,2024-06-15 17:20:53.963224,78,2
71,2024-06-15 17:20:53.963224,49,3
72,2024-06-20 17:20:53.963224,2,4
73,2024-06-15 17:20:53.963224,48,5
74,2024-06-14 17:20:53.963224,14,3
75,2024-06-19 17:20:53.963224,59,5
76,2024-06-24 17:20:53.963224,97,8
77,2024-06-13 17:20:53.963224,99,8
78,2024-06-26 17:20:53.963224,58,2
79,2024-06-23 17:20:53.963224,58,6
80,2024-06-25 17:20:53.963224,51,4
81,2024-06-19 17:20:53.963224,84,9
82,2024-06-23 17:20:53.963224,2,2
83,2024-06-25 17:20:53.963224,41,8
84,2024-06-13 17:20:53.963224,83,1
85,2024-06-21 17:20:53.963224,82,6
86,2024-06-21 17:20:53.963224,16,1
87,2024-06-17 17:20:53.963224,4,2
88,2024-06-23 17:20:53.963224,12,3
89,2024-06-21 17:20:53.963224,29,9
90,2024-06-14 17:20:53.963224,7,5
91,2024-06-25 17:20:53.963224,14,2
92,2024-06-17 17:20:53.963224,12,5
93,2024-06-15 17:20:53.963224,99,5
94,2024-06-25 17:20:53.963224,5,1
95,2024-06-17 17:20:53.963224,81,3
96,2024-06-13 17:20:53.963224,32,5
97,2024-06-23 17:20:53.963224,74,9
98,2024-06-13 17:20:53.963224,43,1
99,2024-06-19 17:20:53.963224,81,8
100,2024-06-13 17:20:53.963224,69,1
101,2024-06-20 17:20:53.963224,45,9
102,2024-06-15 17:20:53.963224,9,6
103,2024-06-18 17:20:53.963224,49,1
104,2024-06-13 17:20:53.963224,33,8
105,2024-06-19 17:20:53.963224,100,5
106,2024-06-22 17:20:53.963224,100,7
107,2024-06-14 17:20:53.963224,18,7
108,2024-06-25 17:20:53.963224,9,7
109,2024-06-22 17:20:53.963224,62,6
110,2024-06-19 17:20:53.963224,57,8
111,2024-06-17 17:20:53.963224,29,9
112,2024-06-18 17:20:53.963224,78,2
113,2024-06-15 17:20:53.963224,25,7
114,2024-06-15 17:20:53.963224,15,2
115,2024-06-15 17:20:53.963224,6,6
116,2024-06-14 17:20:53.963224,42,2
117,2024-06-18 17:20:53.963224,29,6
118,2024-06-14 17:20:53.963224,79,2
119,2024-06-14 17:20:53.963224,93,1
120,2024-06-26 17:20:53.963224,4,7
121,2024-06-18 17:20:53.963224,82,3
122,2024-06-20 17:20:53.963224,57,4
123,2024-06-18 17:20:53.963224,49,6
124,2024-06-19 17:20:53.963224,44,5
125,2024-06-26 17:20:53.963224,80,4
126,2024-06-15 17:20:53.963224,75,9
127,2024-06-19 17:20:53.963224,14,6
128,2024-06-19 17:20:53.963224,3,6
129,2024-06-16 17:20:53.963224,62,2
130,2024-06-24 17:20:53.963224,64,6
131,2024-06-26 17:20:53.963224,45,7
132,2024-06-19 17:20:53.963224,82,8
133,2024-06-24 17:20:53.963224,58,8
134,2024-06-24 17:20:53.963224,20,9
135,2024-06-26 17:20:53.963224,58,3
136,2024-06-16 17:20:53.963224,89,7
137,2024-06-22 17:20:53.963224,57,7
138,2024-06-17 17:20:53.963224,77,1
139,2024-06-20 17:20:53.963224,68,8
140,2024-06-17 17:20:53.963224,78,4
141,2024-06-18 17:20:53.963224,97,5
142,2024-06-15 17:20:53.963224,92,6
143,2024-06-20 17:20:53.963224,52,3
144,2024-06-18 17:20:53.963224,37,5
145,2024-06-19 17:20:53.963224,8,5
146,2024-06-15 17:20:53.963224,44,1
147,2024-06-25 17:20:53.963224,98,3
148,2024-06-26 17:20:53.963224,5,3
149,2024-06-20 17:20:53.963224,69,1
150,2024-06-20 17:20:53.963224,31,7
151,2024-06-13 17:20:53.963224,45,1
152,2024-06-19 17:20:53.963224,9,7
153,2024-06-22 17:20:53.963224,32,4
154,2024-06-24 17:20:53.963224,33,9
155,2024-06-15 17:20:53.963224,67,7
156,2024-06-19 17:20:53.963224,30,5
157,2024-06-21 17:20:53.963224,76,7
158,2024-06-16 17:20:53.963224,29,9
159,2024-06-24 17:20:53.963224,3,6
160,2024-06-26 17:20:53.963224,90,1
161,2024-06-24 17:20:53.963224,57,6
162,2024-06-22 17:20:53.963224,30,1
163,2024-06-13 17:20:53.963224,9,4
164,2024-06-24 17:20:53.963224,26,8
165,2024-06-26 17:20:53.963224,2,5
166,2024-06-22 17:20:53.963224,62,5
167,2024-06-17 17:20:53.963224,3,8
168,2024-06-20 17:20:53.963224,46,8
169,2024-06-13 17:20:53.963224,68,1
170,2024-06-20 17:20:53.963224,25,5
171,2024-06-16 17:20:53.963224,51,5
172,2024-06-18 17:20:53.963224,13,8
173,2024-06-17 17:20:53.963224,44,1
174,2024-06-17 17:20:53.963224,35,7
175,2024-06-15 17:20:53.963224,55,7
176,2024-06-14 17:20:53.963224,87,9
177,2024-06-24 17:20:53.963224,9,2
178,2024-06-20 17:20:53.963224,2,3
179,2024-06-26 17:20:53.963224,61,4
180,2024-06-23 17:20:53.963224,41,1
181,2024-06-14 17:20:53.963224,44,7
182,2024-06-23 17:20:53.963224,64,3
183,2024-06-13 17:20:53.963224,31,3
184,2024-06-22 17:20:53.963224,47,3
185,2024-06-20 17:20:53.963224,2,8
186,2024-06-20 17:20:53.963224,96,9
187,2024-06-14 17:20:53.963224,82,2
188,2024-06-16 17:20:53.963224,77,1
189,2024-06-14 17:20:53.963224,69,9
190,2024-06-23 17:20:53.963224,58,6
191,2024-06-14 17:20:53.963224,44,9
192,2024-06-20 17:20:53.963224,74,6
193,2024-06-16 17:20:53.963224,56,2
194,2024-06-24 17:20:53.963224,43,1
195,2024-06-21 17:20:53.963224,89,8
196,2024-06-15 17:20:53.963224,34,3
197,2024-06-25 17:20:53.963224,30,1
198,2024-06-17 17:20:53.963224,71,8
199,2024-06-14 17:20:53.963224,70,1
200,2024-06-13 17:20:53.963224,55,8
201,2024-06-18 17:20:53.963224,67,1
202,2024-06-22 17:20:53.963224,13,9
203,2024-06-21 17:20:53.963224,3,9
204,2024-06-15 17:20:53.963224,26,9
205,2024-06-15 17:20:53.963224,57,3
206,2024-06-15 17:20:53.963224,24,4
207,2024-06-15 17:20:53.963224,53,5
208,2024-06-23 17:20:53.963224,70,6
209,2024-06-13 17:20:53.963224,43,9
210,2024-06-13 17:20:53.963224,60,4
211,2024-06-16 17:20:53.963224,58,6
212,2024-06-17 17:20:53.963224,49,1
213,2024-06-20 17:20:53.963224,42,2
214,2024-06-15 17:20:53.963224,76,8
215,2024-06-18 17:20:53.963224,100,4
216,2024-06-20 17:20:53.963224,66,7
217,2024-06-13 17:20:53.963224,11,4
218,2024-06-26 17:20:53.963224,98,9
219,2024-06-26 17:20:53.963224,90,9
220,2024-06-18 17:20:53.963224,18,4
221,2024-06-16 17:20:53.963224,85,8
222,2024-06-13 17:20:53.963224,100,6
223,2024-06-18 17:20:53.963224,52,1
224,2024-06-23 17:20:53.963224,46,7
225,2024-06-14 17:20:53.963224,44,1
226,2024-06-18 17:20:53.963224,22,3
227,2024-06-24 17:20:53.963224,53,8
228,2024-06-20 17:20:53.963224,59,9
229,2024-06-21 17:20:53.963224,94,3
230,2024-06-19 17:20:53.963224,30,1
231,2024-06-16 17:20:53.963224,8,1
232,2024-06-18 17:20:53.963224,98,7
233,2024-06-13 17:20:53.963224,57,5
234,2024-06-22 17:20:53.963224,73,1
235,2024-06-26 17:20:53.963224,20,6
236,2024-06-24 17:20:53.963224,25,6
237,2024-06-17 17:20:53.963224,19,4
238,2024-06-15 17:20:53.963224,5,7
239,2024-06-19 17:20:53.963224,75,7
240,2024-06-16 17:20:53.963224,79,9
241,2024-06-21 17:20:53.963224,72,1
242,2024-06-19 17:20:53.963224,83,5
243,2024-06-18 17:20:53.963224,87,3
244,2024-06-23 17:20:53.963224,27,7
245,2024-06-26 17:20:53.963224,40,4
246,2024-06-13 17:20:53.963224,96,4
247,2024-06-26 17:20:53.963224,26,1
248,2024-06-17 17:20:53.963224,27,1
249,2024-06-23 17:20:53.963224,62,2
250,2024-06-15 17:20:53.963224,83,2
251,2024-06-13 17:20:53.963224,50,1
252,2024-06-20 17:20:53.963224,42,8
253,2024-06-25 17:20:53.963224,29,6
254,2024-06-24 17:20:53.963224,39,6
255,2024-06-26 17:20:53.963224,60,9
256,2024-06-22 17:20:53.963224,41,5
257,2024-06-26 17:20:53.963224,33,4
258,2024-06-19 17:20:53.963224,83,6
259,2024-06-26 17:20:53.963224,83,8
260,2024-06-16 17:20:53.963224,97,1
261,2024-06-26 17:20:53.963224,16,7
262,2024-06-25 17:20:53.963224,23,8
263,2024-06-25 17:20:53.963224,7,9
264,2024-06-15 17:20:53.963224,26,8
265,2024-06-21 17:20:53.963224,96,7
266,2024-06-20 17:20:53.963224,12,3
267,2024-06-22 17:20:53.963224,72,2
268,2024-06-26 17:20:53.963224,5,3
269,2024-06-26 17:20:53.963224,92,4
270,2024-06-24 17:20:53.963224,69,4
271,2024-06-13 17:20:53.963224,49,6
272,2024-06-25 17:20:53.963224,26,7
273,2024-06-22 17:20:53.963224,5,4
274,2024-06-15 17:20:53.963224,22,6
275,2024-06-17 17:20:53.963224,79,9
276,2024-06-21 17:20:53.963224,13,6
277,2024-06-20 17:20:53.963224,28,3
278,2024-06-23 17:20:53.963224,33,1
279,2024-06-20 17:20:53.963224,23,5
280,2024-06-16 17:20:53.963224,97,3
281,2024-06-19 17:20:53.963224,18,8
282,2024-06-16 17:20:53.963224,30,1
283,2024-06-26 17:20:53.963224,26,2
284,2024-06-21 17:20:53.963224,16,3
285,2024-06-19 17:20:53.963224,77,3
286,2024-06-22 17:20:53.963224,39,8
287,2024-06-23 17:20:53.963224,33,5
288,2024-06-25 17:20:53.963224,26,8
289,2024-06-21 17:20:53.963224,48,6
290,2024-06-21 17:20:53.963224,65,2
291,2024-06-16 17:20:53.963224,38,4
292,2024-06-26 17:20:53.963224,2,9
293,2024-06-18 17:20:53.963224,6,4
294,2024-06-15 17:20:53.963224,46,5
295,2024-06-16 17:20:53.963224,50,5
296,2024-06-21 17:20:53.963224,38,8
297,2024-06-14 17:20:53.963224,88,6
298,2024-06-24 17:20:53.963224,18,7
299,2024-06-23 17:20:53.963224,27,6
300,2024-06-15 17:20:53.963224,41,5
301,2024-06-16 17:20:53.963224,72,5
302,2024-06-23 17:20:53.963224,92,3
303,2024-06-24 17:20:53.963224,74,7
304,2024-06-17 17:20:53.963224,17,5
305,2024-06-24 17:20:53.963224,62,7
306,2024-06-24 17:20:53.963224,29,2
307,2024-06-23 17:20:53.963224,58,9
308,2024-06-20 17:20:53.963224,70,8
309,2024-06-23 17:20:53.963224,78,5
310,2024-06-18 17:20:53.963224,22,2
311,2024-06-26 17:20:53.963224,6,6
312,2024-06-19 17:20:53.963224,26,8
313,2024-06-20 17:20:53.963224,39,7
314,2024-06-25 17:20:53.963224,12,8
315,2024-06-19 17:20:53.963224,99,4
316,2024-06-26 17:20:53.963224,14,3
317,2024-06-16 17:20:53.963224,22,7
318,2024-06-15 17:20:53.963224,51,2
319,2024-06-18 17:20:53.963224,23,5
320,2024-06-18 17:20:53.963224,48,7
321,2024-06-25 17:20:53.963224,71,1
322,2024-06-20 17:20:53.963224,50,4
323,2024-06-13 17:20:53.963224,89,2
324,2024-06-17 17:20:53.963224,13,6
325,2024-06-24 17:20:53.963224,85,1
326,2024-06-20 17:20:53.963224,10,7
327,2024-06-15 17:20:53.963224,55,3
328,2024-06-17 17:20:53.963224,9,1
329,2024-06-18 17:20:53.963224,79,8
330,2024-06-23 17:20:53.963224,52,7
331,2024-06-15 17:20:53.963224,2,2
332,2024-06-26 17:20:53.963224,25,7
333,2024-06-25 17:20:53.963224,13,3
334,2024-06-26 17:20:53.963224,98,9
335,2024-06-13 17:20:53.963224,51,8
336,2024-06-15 17:20:53.963224,58,5
337,2024-06-22 17:20:53.963224,34,7
338,2024-06-22 17:20:53.963224,35,3
339,2024-06-16 17:20:53.963224,3,1
340,2024-06-20 17:20:53.963224,59,1
341,2024-06-18 17:20:53.963224,70,2
342,2024-06-18 17:20:53.963224,48,8
343,2024-06-24 17:20:53.963224,64,1
344,2024-06-24 17:20:53.963224,19,5
345,2024-06-24 17:20:53.963224,67,9
346,2024-06-23 17:20:53.963224,82,9
347,2024-06-19 17:20:53.963224,73,2
348,2024-06-21 17:20:53.963224,76,7
349,2024-06-19 17:20:53.963224,5,1
350,2024-06-26 17:20:53.963224,67,3
351,2024-06-19 17:20:53.963224,11,6
352,2024-06-23 17:20:53.963224,94,9
353,2024-06-16 17:20:53.963224,68,2
354,2024-06-26 17:20:53.963224,69,7
355,2024-06-19 17:20:53.963224,1,4
356,2024-06-23 17:20:53.963224,91,2
357,2024-06-21 17:20:53.963224,92,3
358,2024-06-19 17:20:53.963224,63,6
359,2024-06-23 17:20:53.963224,29,9
360,2024-06-13 17:20:53.963224,82,8
361,2024-06-24 17:20:53.963224,12,9
362,2024-06-13 17:20:53.963224,77,4
363,2024-06-18 17:20:53.963224,41,4
364,2024-06-24 17:20:53.963224,2,9
365,2024-06-18 17:20:53.963224,37,8
366,2024-06-14 17:20:53.963224,45,2
367,2024-06-25 17:20:53.971235,80,8
368,2024-06-13 17:20:53.971235,48,1
369,2024-06-25 17:20:53.971235,24,9
370,2024-06-25 17:20:53.971235,99,9
371,2024-06-21 17:20:53.971235,22,8
372,2024-06-24 17:20:53.971235,100,5
373,2024-06-14 17:20:53.971235,11,5
374,2024-06-18 17:20:53.971235,58,3
375,2024-06-23 17:20:53.971235,46,5
376,2024-06-26 17:20:53.971235,29,4
377,2024-06-23 17:20:53.971235,35,1
378,2024-06-26 17:20:53.971235,15,9
379,2024-06-13 17:20:53.971235,60,4
380,2024-06-22 17:20:53.971235,95,3
381,2024-06-23 17:20:53.971235,42,6
382,2024-06-19 17:20:53.971235,43,1
383,2024-06-19 17:20:53.971235,80,5
384,2024-06-20 17:20:53.971235,74,7
385,2024-06-24 17:20:53.971235,49,2
386,2024-06-26 17:20:53.971235,64,9
387,2024-06-26 17:20:53.971235,32,6
388,2024-06-15 17:20:53.971235,64,2
389,2024-06-16 17:20:53.971235,2,8
390,2024-06-24 17:20:53.971235,24,8
391,2024-06-21 17:20:53.971235,87,1
392,2024-06-20 17:20:53.971235,66,1
393,2024-06-21 17:20:53.971235,38,1
394,2024-06-13 17:20:53.971235,31,4
395,2024-06-13 17:20:53.971235,26,4
396,2024-06-21 17:20:53.971235,29,8
397,2024-06-21 17:20:53.971235,67,1
398,2024-06-14 17:20:53.971235,78,3
399,2024-06-24 17:20:53.971235,25,1
400,2024-06-21 17:20:53.971235,48,9
401,2024-06-19 17:20:53.971235,65,9
402,2024-06-16 17:20:53.971235,53,7
403,2024-06-16 17:20:53.971235,67,8
404,2024-06-25 17:20:53.971235,90,1
405,2024-06-22 17:20:53.971235,18,5
406,2024-06-13 17:20:53.971235,9,2
407,2024-06-26 17:20:53.971235,38,1
408,2024-06-15 17:20:53.971235,87,3
409,2024-06-26 17:20:53.971235,21,7
410,2024-06-22 17:20:53.971235,65,1
411,2024-06-15 17:20:53.971235,21,2
412,2024-06-14 17:20:53.971235,27,2
413,2024-06-24 17:20:53.971235,70,4
414,2024-06-23 17:20:53.971235,44,3
415,2024-06-24 17:20:53.971235,100,3
416,2024-06-26 17:20:53.971235,28,5
417,2024-06-26 17:20:53.971235,45,3
418,2024-06-15 17:20:53.971235,17,7
419,2024-06-15 17:20:53.971235,40,5
420,2024-06-13 17:20:53.971235,3,4
421,2024-06-14 17:20:53.971235,76,3
422,2024-06-13 17:20:53.971235,76,4
423,2024-06-22 17:20:53.971235,66,2
424,2024-06-21 17:20:53.971235,46,1
425,2024-06-24 17:20:53.971235,86,3
426,2024-06-15 17:20:53.971235,87,2
427,2024-06-18 17:20:53.971235,30,1
428,2024-06-22 17:20:53.971235,69,1
429,2024-06-19 17:20:53.971235,9,2
430,2024-06-14 17:20:53.971235,85,9
431,2024-06-26 17:20:53.971235,11,5
432,2024-06-13 17:20:53.971235,69,9
433,2024-06-22 17:20:53.971235,99,8
434,2024-06-24 17:20:53.971235,91,6
435,2024-06-15 17:20:53.971235,66,1
436,2024-06-26 17:20:53.971235,88,5
437,2024-06-23 17:20:53.971235,31,1
438,2024-06-14 17:20:53.971235,33,7
439,2024-06-22 17:20:53.971235,39,8
440,2024-06-20 17:20:53.971235,94,8
441,2024-06-26 17:20:53.971235,46,7
442,2024-06-24 17:20:53.971235,37,2
443,2024-06-25 17:20:53.971235,92,5
444,2024-06-18 17:20:53.971235,60,4
445,2024-06-17 17:20:53.971235,31,5
446,2024-06-21 17:20:53.971235,11,9
447,2024-06-17 17:20:53.971235,87,4
448,2024-06-24 17:20:53.971235,2,8
449,2024-06-19 17:20:53.971235,27,8
450,2024-06-13 17:20:53.971235,99,2
451,2024-06-19 17:20:53.971235,2,6
452,2024-06-25 17:20:53.971235,21,5
453,2024-06-21 17:20:53.971235,58,2
454,2024-06-20 17:20:53.971235,5,4
455,2024-06-25 17:20:53.971235,52,7
456,2024-06-16 17:20:53.971235,45,1
457,2024-06-17 17:20:53.971235,85,9
458,2024-06-25 17:20:53.971235,93,1
459,2024-06-17 17:20:53.971235,20,5
460,2024-06-26 17:20:53.971235,61,7
461,2024-06-19 17:20:53.971235,38,8
462,2024-06-26 17:20:53.971235,20,2
463,2024-06-18 17:20:53.971235,25,4
464,2024-06-16 17:20:53.971235,2,2
465,2024-06-21 17:20:53.971235,32,4
466,2024-06-20 17:20:53.971235,26,6
467,2024-06-14 17:20:53.971235,70,6
468,2024-06-17 17:20:53.971235,41,2
469,2024-06-20 17:20:53.971235,67,4
470,2024-06-17 17:20:53.971235,97,4
471,2024-06-24 17:20:53.971235,1,1
472,2024-06-25 17:20:53.971235,51,2
473,2024-06-18 17:20:53.971235,5,3
474,2024-06-19 17:20:53.971235,13,5
475,2024-06-14 17:20:53.971235,19,8
476,2024-06-15 17:20:53.971235,12,6
477,2024-06-17 17:20:53.971235,48,3
478,2024-06-20 17:20:53.971235,25,6
479,2024-06-18 17:20:53.971235,57,7
480,2024-06-23 17:20:53.971235,35,6
481,2024-06-14 17:20:53.971235,76,6
482,2024-06-23 17:20:53.971235,94,1
483,2024-06-26 17:20:53.971235,5,3
484,2024-06-19 17:20:53.971235,98,7
485,2024-06-13 17:20:53.971235,22,4
486,2024-06-13 17:20:53.971235,77,4
487,2024-06-15 17:20:53.971235,57,7
488,2024-06-24 17:20:53.971235,47,9
489,2024-06-20 17:20:53.971235,54,2
490,2024-06-15 17:20:53.971235,3,9
491,2024-06-25 17:20:53.971235,53,3
492,2024-06-25 17:20:53.971235,84,6
493,2024-06-20 17:20:53.971235,31,4
494,2024-06-21 17:20:53.971235,69,1
495,2024-06-24 17:20:53.971235,88,9
496,2024-06-18 17:20:53.971235,33,6
497,2024-06-17 17:20:53.971235,72,8
498,2024-06-13 17:20:53.971235,88,2
499,2024-06-14 17:20:53.971235,50,7
500,2024-06-21 17:20:53.971235,84,6
501,2024-06-17 17:20:53.971235,16,2
502,2024-06-17 17:20:53.971235,76,2
503,2024-06-21 17:20:53.971235,77,4
504,2024-06-26 17:20:53.971235,39,4
505,2024-06-23 17:20:53.971235,89,3
506,2024-06-17 17:20:53.971235,46,8
507,2024-06-21 17:20:53.971235,96,7
508,2024-06-21 17:20:53.971235,88,2
509,2024-06-16 17:20:53.971235,47,3
510,2024-06-15 17:20:53.971235,44,9
511,2024-06-22 17:20:53.971235,9,5
512,2024-06-26 17:20:53.971235,87,2
513,2024-06-19 17:20:53.971235,50,3
514,2024-06-22 17:20:53.971235,77,8
515,2024-06-15 17:20:53.971235,60,4
516,2024-06-15 17:20:53.971235,96,2
517,2024-06-15 17:20:53.971235,15,2
518,2024-06-22 17:20:53.971235,36,6
519,2024-06-20 17:20:53.971235,63,8
520,2024-06-23 17:20:53.971235,69,7
521,2024-06-21 17:20:53.971235,86,4
522,2024-06-14 17:20:53.971235,80,2
523,2024-06-23 17:20:53.971235,41,9
524,2024-06-13 17:20:53.971235,74,4
525,2024-06-24 17:20:53.971235,24,9
526,2024-06-20 17:20:53.971235,82,5
527,2024-06-19 17:20:53.971235,49,7
528,2024-06-23 17:20:53.971235,18,5
529,2024-06-14 17:20:53.971235,7,2
530,2024-06-25 17:20:53.971235,4,6
531,2024-06-15 17:20:53.971235,90,7
532,2024-06-17 17:20:53.971235,69,6
533,2024-06-13 17:20:53.971235,60,3
534,2024-06-24 17:20:53.971235,55,8
535,2024-06-26 17:20:53.971235,16,3
536,2024-06-19 17:20:53.971235,99,5
537,2024-06-24 17:20:53.971235,90,9
538,2024-06-15 17:20:53.971235,82,5
539,2024-06-17 17:20:53.971235,29,7
540,2024-06-20 17:20:53.971235,23,7
541,2024-06-17 17:20:53.971235,14,5
542,2024-06-22 17:20:53.971235,79,2
543,2024-06-17 17:20:53.971235,49,5
544,2024-06-22 17:20:53.971235,33,7
545,2024-06-13 17:20:53.971235,25,7
546,2024-06-20 17:20:53.971235,21,4
547,2024-06-18 17:20:53.971235,17,1
548,2024-06-15 17:20:53.971235,23,6
549,2024-06-22 17:20:53.971235,57,3
550,2024-06-26 17:20:53.971235,81,5
551,2024-06-17 17:20:53.971235,58,4
552,2024-06-17 17:20:53.971235,14,2
553,2024-06-26 17:20:53.971235,93,7
554,2024-06-25 17:20:53.971235,20,5
555,2024-06-13 17:20:53.971235,30,7
556,2024-06-21 17:20:53.971235,19,9
557,2024-06-18 17:20:53.971235,53,4
558,2024-06-19 17:20:53.971235,56,5
559,2024-06-14 17:20:53.971235,77,9
560,2024-06-22 17:20:53.971235,82,4
561,2024-06-26 17:20:53.971235,23,5
562,2024-06-14 17:20:53.971235,62,5
563,2024-06-20 17:20:53.971235,33,8
564,2024-06-22 17:20:53.971235,18,4
565,2024-06-21 17:20:53.971235,73,4
566,2024-06-14 17:20:53.971235,33,7
567,2024-06-20 17:20:53.971235,32,5
568,2024-06-24 17:20:53.971235,61,6
569,2024-06-15 17:20:53.971235,54,6
570,2024-06-17 17:20:53.971235,17,6
571,2024-06-24 17:20:53.971235,19,5
572,2024-06-22 17:20:53.971235,91,5
573,2024-06-21 17:20:53.971235,70,9
574,2024-06-18 17:20:53.971235,99,8
575,2024-06-14 17:20:53.971235,34,4
576,2024-06-13 17:20:53.971235,84,7
577,2024-06-15 17:20:53.971235,25,8
578,2024-06-22 17:20:53.971235,68,9
579,2024-06-26 17:20:53.971235,74,5
580,2024-06-13 17:20:53.971235,74,3
581,2024-06-13 17:20:53.971235,88,4
582,2024-06-13 17:20:53.971235,85,6
583,2024-06-23 17:20:53.971235,11,5
584,2024-06-22 17:20:53.971235,91,9
585,2024-06-15 17:20:53.971235,16,3
586,2024-06-17 17:20:53.971235,90,2
587,2024-06-17 17:20:53.971235,61,6
588,2024-06-22 17:20:53.971235,94,7
589,2024-06-20 17:20:53.971235,80,5
590,2024-06-23 17:20:53.971235,7,1
591,2024-06-26 17:20:53.971235,16,3
592,2024-06-13 17:20:53.971235,99,3
593,2024-06-13 17:20:53.971235,16,4
594,2024-06-22 17:20:53.971235,40,6
595,2024-06-20 17:20:53.971235,12,5
596,2024-06-17 17:20:53.971235,35,1
597,2024-06-17 17:20:53.971235,21,6
598,2024-06-21 17:20:53.971235,50,9
599,2024-06-22 17:20:53.971235,43,1
600,2024-06-23 17:20:53.971235,100,8
601,2024-06-25 17:20:53.971235,17,8
602,2024-06-23 17:20:53.971235,32,3
603,2024-06-17 17:20:53.971235,41,9
604,2024-06-17 17:20:53.971235,6,8
605,2024-06-24 17:20:53.971235,88,3
606,2024-06-17 17:20:53.971235,27,5
607,2024-06-26 17:20:53.971235,20,3
608,2024-06-19 17:20:53.971235,25,5
609,2024-06-22 17:20:53.971235,66,9
610,2024-06-14 17:20:53.971235,9,4
611,2024-06-23 17:20:53.971235,92,6
612,2024-06-19 17:20:53.971235,53,3
613,2024-06-20 17:20:53.971235,61,3
614,2024-06-25 17:20:53.971235,38,5
615,2024-06-26 17:20:53.971235,3,8
616,2024-06-15 17:20:53.971235,84,8
617,2024-06-16 17:20:53.971235,70,3
618,2024-06-23 17:20:53.971235,97,8
619,2024-06-19 17:20:53.971235,55,8
620,2024-06-15 17:20:53.971235,1,3
621,2024-06-25 17:20:53.971235,70,2
622,2024-06-24 17:20:53.971235,45,2
623,2024-06-15 17:20:53.971235,98,9
624,2024-06-26 17:20:53.971235,47,7
625,2024-06-26 17:20:53.971235,79,6
626,2024-06-14 17:20:53.971235,26,7
627,2024-06-24 17:20:53.971235,14,8
628,2024-06-16 17:20:53.971235,54,1
629,2024-06-22 17:20:53.971235,71,8
630,2024-06-15 17:20:53.971235,46,3
631,2024-06-24 17:20:53.971235,31,3
632,2024-06-26 17:20:53.971235,88,6
633,2024-06-26 17:20:53.971235,59,4
634,2024-06-19 17:20:53.971235,95,4
